date,soc_start_kWh,soc_end_kWh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,planned_grid_kWh,emergency_grid_kWh,emergency_intervals,charge_kWh,discharge_kWh,surplus_kWh,solve_time_s
2025-06-04,8550.0,8550.0,43089.18376397706,17161.155073486025,60250.33883746309,70856.58555202,4959.538712313331,16,21562.297286600002,17465.460815,2074.026976066667,0.13504789999569766
2025-06-05,8550.0,2467.9051,41158.01080889556,16963.82152742018,58121.83233631574,65278.9481821,4732.214710899995,13,15053.190596,17666.9697645,1475.6240448333342,0.1431183000022429
2025-06-06,2467.9051,2595.0907,17634.982668776698,27480.87962167216,45115.86229044886,31855.916325,7076.8981589999985,9,13206.29721,10582.633699999998,5454.155574,0.13332860000082292
2025-06-07,2595.0907,8550.0,21100.534644247,15637.310680417999,36737.845324665,39392.389096,4001.77996,17,19832.512772000002,10704.917019,3140.060136333334,0.13736490000155754
2025-06-08,8550.0,8550.0,51144.291413283,1943.64725954783,53087.93867283083,82109.019142,602.8747103333326,15,23325.61696,18893.74979,13095.103415666668,0.1322299000021303
2025-06-09,8550.0,8550.0,50278.9242779337,4985.981098581657,55264.90537651536,80817.24005200001,1403.1257643333315,14,22826.9216,18489.806517999998,6950.538001000003,0.11283030000049621
2025-06-10,8550.0,8550.0,50917.422331367,2759.785411278331,53677.20774264533,81613.903319,923.1934533333329,22,22884.08879,18536.111930599996,6570.675679600001,0.1268357000008109
2025-06-11,8550.0,8550.0,51356.4352126766,7801.811342342825,59158.246555019425,82590.03209,1823.9486546666649,15,22990.060790000003,18621.949278,3961.422916000003,0.11948380000103498
2025-06-12,8550.0,3264.4391,49856.555676253,1587.3538223699961,51443.909498623,77827.991198,510.7740799999989,14,17767.109089999998,19148.36319,7267.627944666671,0.13079909999942174
2025-06-13,3264.4391,3214.3233,21146.4544790203,4358.502952538499,25504.9574315588,36897.140868999995,900.5262223333331,11,13686.4296924,11131.112270999998,6897.035969933335,0.11865729999408359
2025-06-14,3214.3233,8550.0,23801.92099719711,855.5964955098325,24657.517492706942,43057.484575300005,291.56744899999956,9,19702.2629735,11156.723972,8610.1702728,0.14157939999859082
2025-06-15,8550.0,8550.0,53994.15852717259,19.699119856666925,54013.85764702926,85894.93997,9.28984666666679,1,23551.451620000003,19076.67586,10802.479723333337,0.12596299999859184
2025-06-16,8550.0,8550.0,54396.0408185289,779.2301114861652,55175.27093001506,86422.100642,261.9975496666664,8,23963.36086,19410.32234,9437.006855000003,0.11728809999476653
2025-06-17,8550.0,8550.0,54727.395732457095,3508.4821921058315,58235.87792456293,86924.77102700001,868.0516549999995,11,24359.13509,19730.89949,8527.575865333336,0.11689569999725791
2025-06-18,8550.0,8550.0,55241.3957241756,180.74144533166594,55422.13716950727,87813.22403800001,54.009799999999814,2,24587.61267,19915.96631,12267.196578000003,0.12230879999697208
2025-06-19,8550.0,4270.9487,52843.983288798496,696.1106746654976,53540.093963463994,82306.72619300001,181.64723366666618,8,19517.304426000002,19660.162730000004,14371.72753066667,0.1339220000008936
2025-06-20,4270.9487,3717.2704,22315.0861627856,65.63303050666671,22380.719193292265,38384.456581000006,30.536353333333352,1,13014.826293900001,11040.319754,14039.905544433335,0.1324162000018987
2025-06-21,3717.2704,8550.0,24586.7562747766,300.6617541999995,24887.418028976597,43757.826033000005,93.84727999999978,6,18811.930705,10888.207279,16593.209487,0.13766100000066217
2025-06-22,8550.0,8550.0,54848.770158615,81.40683478499952,54930.1769934,86838.303178,33.43755666666658,3,23775.011400000003,19257.75928,14897.147514666669,0.11278020000463584
2025-06-23,8550.0,8550.0,54374.411533981605,57.368170648333056,54431.77970462994,86211.91525399999,26.27670666666654,3,23446.45169,18991.625915,14722.080185666671,0.1295306999963941
2025-06-24,8550.0,8550.0,53649.87726517471,9373.525288425899,63023.40255360061,85186.0162786,2133.9496640666666,5,23412.89025,18964.441131,6602.724573666669,0.13044280000030994
2025-06-25,8550.0,8550.0,54030.2818703286,1724.680290658333,55754.962160986935,85872.34396900001,559.8315756666666,5,23421.671296,18971.55377,11544.636652000005,0.12364850000449223
2025-06-26,8550.0,2742.3361,51640.1183162956,42.53889733666705,51682.657213632265,79625.209226,8.227343333333408,1,17368.092859,19295.052764,14013.012641000003,0.132164599999669
2025-06-27,2742.3361,2831.3726,22455.3560700502,0.0,22455.3560700502,38192.474801000004,0.0,0,13310.1863476,10701.11809,15811.760676733336,0.1535366999960388
2025-06-28,2831.3726,8550.0,25129.4429656086,245.09246615599938,25374.535431764598,44674.522514,83.22959133333319,4,19724.853912000002,10830.367009000001,14086.339085666667,0.13669230000232346
2025-06-29,8550.0,8550.0,55444.00115541401,229.67732536666702,55673.678480780676,87572.812806,98.68443000000013,3,24118.22996,19535.766306999998,13821.265049666668,0.12845779999770457
2025-06-30,8550.0,8550.0,55618.002751236796,1341.407064135998,56959.4098153728,87795.964128,353.3335879999995,4,24135.30779,19549.599351,13685.90529366667,0.13747950000106357
2025-07-01,8550.0,8550.0,55738.12121223791,7157.233150429988,62895.354362667895,88044.73288699999,2595.743279999997,13,23868.60565,19333.5705978,7238.897081466668,0.11007660000177566
